movieId,title,genres,rating,overview,cast,crew,keywords,combined
3053,"Messenger: The Story of Joan of Arc, The (1999)","['drama', 'war']",3.0630352860568686,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,"['millajovovich', 'dustinhoffman', 'fayedunaway', 'johnmalkovich', 'vincentcassel']",['lucbesson'],"['schizophrenia', 'france', 'rape', 'siege', 'biography', 'orléans', 'charlesvii.', 'falsehistory', 'joanofarc', 'religiousdelusions']",drama war schizophrenia france rape siege biography orléans charlesvii. falsehistory joanofarc religiousdelusions millajovovich dustinhoffman fayedunaway johnmalkovich vincentcassel lucbesson
3055,Felicia's Journey (1999),['thriller'],3.4545454545454546,"A solitary middle-aged bachelor and a naive Irish teenager transform one another's lives to arrive at a place of recognition, redemption and wisdom in Atom Egoyan's adaptation of William Trevor's celebrated 1994 novel. Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks a serial killer. Hilditch has murdered several young women, but he has no conscious awareness of the crimes; like Felicia, he doesn't see his true self. Felicia's Journey is a story of innocence lost and regained: Felicia awakens to the world's dangers and duplicities; and Hilditch, who grew up lonely and unloved, comes to realize what was taken from him, and what he himself has taken.","['bobhoskins', 'elainecassidy', 'arsinéekhanjian', 'petermcdonald', 'gerardmcsorley']",['atomegoyan'],"['suspense', 'seriesofmurders']",thriller suspense seriesofmurders bobhoskins elainecassidy arsinéekhanjian petermcdonald gerardmcsorley atomegoyan
3062,"Longest Day, The (1962)","['action', 'drama', 'war']",3.900743614613644,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""","['eddiealbert', 'paulanka', 'arletty', 'jean-louisbarrault', 'richardbeymer']","['bernhardwicki', 'kenannakin', 'andrewmarton']","['worldwarii', 'normandy', 'allied', 'widerstand', 'steelhelmet', 'soldier']",action drama war worldwarii normandy allied widerstand steelhelmet soldier eddiealbert paulanka arletty jean-louisbarrault richardbeymer bernhardwicki kenannakin andrewmarton
3066,Tora! Tora! Tora! (1970),"['action', 'drama', 'war']",3.6754796443612543,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.","['martinbalsam', 'sôyamamura', 'josephcotten', 'tatsuyamihashi', 'e.g.marshall']","['richardfleischer', 'kinjifukasaku', 'toshiomasuda']","['japan', 'worldwarii', 'pearlharbor', 'soldier', 'imperialjapan']",action drama war japan worldwarii pearlharbor soldier imperialjapan martinbalsam sôyamamura josephcotten tatsuyamihashi e.g.marshall richardfleischer kinjifukasaku toshiomasuda
3068,"Verdict, The (1982)","['drama', 'mystery']",3.8658357771260996,"Frank Galvin is a down-on-his luck lawyer, reduced to drinking and ambulance chasing. Former associate Mickey Morrissey reminds him of his obligations in a medical malpractice suit that he himself served to Galvin on a silver platter: all parties willing to settle out of court. Blundering his way through the preliminaries, he suddenly realizes that perhaps after all the case should go to court; to punish the guilty, to get a decent settlement for his clients, and to restore his standing as a lawyer.","['paulnewman', 'charlotterampling', 'jackwarden', 'jamesmason', ""miloo'shea""]",['sidneylumet'],"['boston', 'court', 'malpractice', 'alcoholic', 'courtroom', 'defenseattorney']",drama mystery boston court malpractice alcoholic courtroom defenseattorney paulnewman charlotterampling jackwarden jamesmason miloo'shea sidneylumet
3082,"World Is Not Enough, The (1999)","['action', 'adventure', 'thriller']",3.2036490091463414,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.","['piercebrosnan', 'sophiemarceau', 'robertcarlyle', 'deniserichards', 'robbiecoltrane']",['michaelapted'],"['british', 'mission', 'oil', 'heiress', 'bilbaospain', 'britishsecretservice']",action adventure thriller british mission oil heiress bilbaospain britishsecretservice piercebrosnan sophiemarceau robertcarlyle deniserichards robbiecoltrane michaelapted
3087,Scrooged (1988),"['comedy', 'fantasy', 'romance']",3.4621934072801124,"In this modern take on Charles Dickens' ""A Christmas Carol,"" Frank Cross (Bill Murray) is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life, Claire Phillips (Karen Allen). But after firing a staff member, Eliot Loudermilk (Bobcat Goldthwait), on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.","['billmurray', 'karenallen', 'johnforsythe', 'bobcatgoldthwait', 'carolkane']",['richarddonner'],"['holiday', 'tvratings', 'comedy', 'scrooge', 'christmascarol', 'ghost', 'duringcreditsstinger', 'christmas']",comedy fantasy romance holiday tvratings comedy scrooge christmascarol ghost duringcreditsstinger christmas billmurray karenallen johnforsythe bobcatgoldthwait carolkane richarddonner
3094,Maurice (1987),"['drama', 'romance']",3.7847560975609755,"After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.","['jameswilby', 'hughgrant', 'rupertgraves', 'denholmelliott', 'simoncallow']",['jamesivory'],"['gay', 'comingout', 'british', 'gayrelationship', 'comingofage', 'lgbtchild', 'lgbt', 'bestfriendsinlove']",drama romance gay comingout british gayrelationship comingofage lgbtchild lgbt bestfriendsinlove jameswilby hughgrant rupertgraves denholmelliott simoncallow jamesivory
3101,Fatal Attraction (1987),"['drama', 'thriller']",3.423249245154378,A married man's one night stand comes back to haunt him when that lover begins to stalk him and his family.,"['michaeldouglas', 'glennclose', 'annearcher', 'ellenhamiltonlatzen', 'janekrakowski']",['adrianlyne'],"['sexualobsession', 'wifehusbandrelationship', 'deceivedwife', 'marriagecrisis', 'suspense', 'lawyer', 'extramaritalaffair', 'eroticmovie']",drama thriller sexualobsession wifehusbandrelationship deceivedwife marriagecrisis suspense lawyer extramaritalaffair eroticmovie michaeldouglas glennclose annearcher ellenhamiltonlatzen janekrakowski adrianlyne
3104,Midnight Run (1988),"['action', 'comedy', 'crime', 'thriller']",3.803839590443686,"An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia.","['robertdeniro', 'charlesgrodin', 'yaphetkotto', 'johnashton', 'dennisfarina']",['martinbrest'],"['crookedlawyer', 'bailjumper', 'mafiaaccountant', 'stretchlimousine', 'manhattan,newyorkcity', 'southwesternu.s.', 'busstation', 'policesurveillance']","action comedy crime thriller crookedlawyer bailjumper mafiaaccountant stretchlimousine manhattan,newyorkcity southwesternu.s. busstation policesurveillance robertdeniro charlesgrodin yaphetkotto johnashton dennisfarina martinbrest"
3108,"Fisher King, The (1991)","['comedy', 'drama', 'fantasy', 'romance']",3.615010799136069,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,"['jeffbridges', 'robinwilliams', 'mercedesruehl', 'amandaplummer', 'michaeljeter']",['terrygilliam'],"['holygrail', 'homelessperson', 'lossoflover', 'mentaldisease', 'senseofguilt', 'suppressedpast', 'yuppie', 'cynic', 'fantasy', 'self-discovery', 'housebreaking', 'forgiveness', 'gunrampage', 'talkshow', 'legend', 'unsociability', 'personrunningamok']",comedy drama fantasy romance holygrail homelessperson lossoflover mentaldisease senseofguilt suppressedpast yuppie cynic fantasy self-discovery housebreaking forgiveness gunrampage talkshow legend unsociability personrunningamok jeffbridges robinwilliams mercedesruehl amandaplummer michaeljeter terrygilliam
3113,End of Days (1999),"['action', 'fantasy', 'horror', 'mystery', 'thriller']",2.6566367180878117,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.","['arnoldschwarzenegger', 'gabrielbyrne', 'kevinpollak', 'robintunney', 'cchpounder']",['peterhyams'],"['christianity', 'sex', ""newyear'seve"", 'pastor', 'nudity', 'mephisto', 'nightmare', 'bible', 'satanist', 'faith', 'ex-cop', 'anti-christ', 'millenium', 'atheist', 'suspense', 'priest', 'hospital', 'train', 'newyorkcity', 'explosion', 'church', 'violence', 'devil', 'womaninjeopardy', 'satanic', 'flashback', 'stigmata']",action fantasy horror mystery thriller christianity sex newyear'seve pastor nudity mephisto nightmare bible satanist faith ex-cop anti-christ millenium atheist suspense priest hospital train newyorkcity explosion church violence devil womaninjeopardy satanic flashback stigmata arnoldschwarzenegger gabrielbyrne kevinpollak robintunney cchpounder peterhyams
3114,Toy Story 2 (1999),"['adventure', 'animation', 'children', 'comedy', 'fantasy']",3.81204295811278,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","['tomhanks', 'timallen', 'joancusack', 'kelseygrammer', 'donrickles']",['johnlasseter'],"['museum', 'prosecution', 'identitycrisis', 'airplane', 'fleamarket', 'collector', 'teamwork', 'friendship', 'rescueteam', 'garagesale', 'duringcreditsstinger', 'toycomestolife', 'personification', 'inanimateobjectscomingtolife']",adventure animation children comedy fantasy museum prosecution identitycrisis airplane fleamarket collector teamwork friendship rescueteam garagesale duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife tomhanks timallen joancusack kelseygrammer donrickles johnlasseter
3115,Flawless (1999),['drama'],3.210860366713681,An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door.,"['robertdeniro', 'philipseymourhoffman', 'barrymiller', 'chrisbauer', 'skippsudduth']",['joelschumacher'],['independentfilm'],drama independentfilm robertdeniro philipseymourhoffman barrymiller chrisbauer skippsudduth joelschumacher
3117,Ride with the Devil (1999),"['drama', 'romance', 'war']",3.3059322033898306,"Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor.","['tobeymaguire', 'skeetulrich', 'jeffreywright', 'jewel', 'jonathanrhysmeyers']",['anglee'],"['civilwar', 'friends', 'bushwhacker', 'raid']",drama romance war civilwar friends bushwhacker raid tobeymaguire skeetulrich jeffreywright jewel jonathanrhysmeyers anglee
3118,Tumbleweeds (1999),['drama'],3.449481865284974,"A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom takes up with a controlling trucker and fights with her weirdo boss. Meanwhile, the daughter, used to making the constant shifts, finds a fit at school including getting chosen for a play lead.","['janetmcteer', 'kimberlyj.brown', 'jenniferpaige']","[""gavino'connor""]",['independentfilm'],drama independentfilm janetmcteer kimberlyj.brown jenniferpaige gavino'connor
3125,"End of the Affair, The (1999)",['drama'],3.5833333333333335,"On a rainy London night in 1946, novelist Maurice Bendrix has a chance meeting with Henry Miles, husband of his ex-mistress Sarah, who abruptly ended their affair two years before. Bendrix's obsession with Sarah is rekindled; he succumbs to his own jealousy and arranges to have her followed.","['ralphfiennes', 'stephenrea', 'juliannemoore', 'jamesbolam', 'ianhart']",['neiljordan'],"['bomb', 'sex', 'jealousy', 'infidelity', 'obsession', 'worldwarii', 'passion', 'romance', 'cheatingwife', 'church']",drama bomb sex jealousy infidelity obsession worldwarii passion romance cheatingwife church ralphfiennes stephenrea juliannemoore jamesbolam ianhart neiljordan
3145,Cradle Will Rock (1999),['drama'],3.315086206896552,"A true story of politics and art in the 1930s USA, centered around a leftist musical drama and attempts to stop its production.","['hankazaria', 'rubénblades', 'joancusack', 'johncusack', 'billmurray']",['timrobbins'],[],drama hankazaria rubénblades joancusack johncusack billmurray timrobbins
3146,Deuce Bigalow: Male Gigolo (1999),['comedy'],2.619107551487414,"Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.","['robschneider', 'williamforsythe', 'eddiegriffin', 'arijabareikis', 'odedfehr']",['mikemitchell'],"['fish', 'aquarium', 'carnival', 'house', 'callboy', 'vacation', 'illegalprostitution']",comedy fish aquarium carnival house callboy vacation illegalprostitution robschneider williamforsythe eddiegriffin arijabareikis odedfehr mikemitchell
3147,"Green Mile, The (1999)","['crime', 'drama']",4.035557551648916,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","['tomhanks', 'michaelclarkeduncan', 'davidmorse', 'bonniehunt', 'jamescromwell']",['frankdarabont'],"['southernusa', 'blackpeople', 'mentallydisabled', 'basedonnovel', 'heal', 'deathrow', 'jailguard', 'greatdepression', 'prisonguard', 'electricchair', 'magicrealism', 'healing', 'deathrowinmate', '1930s']",crime drama southernusa blackpeople mentallydisabled basedonnovel heal deathrow jailguard greatdepression prisonguard electricchair magicrealism healing deathrowinmate 1930s tomhanks michaelclarkeduncan davidmorse bonniehunt jamescromwell frankdarabont
3155,Anna and the King (1999),"['drama', 'romance']",3.3904748833379084,The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860's. Anna teaches the children and becomes romanced by the King. She convinces him that a man can be loved by just one woman.,"['jodiefoster', 'chowyun-fat', 'bailing', 'tomfelton', 'randalldukkim']",['andytennant'],"['civilwar', 'fathersonrelationship', 'eastindiatradingcompany', 'traitor', 'deathpenalty', 'thailand', 'palace', 'burma', 'daughter', 'royalty', 'teacher', 'battle', 'denunciation']",drama romance civilwar fathersonrelationship eastindiatradingcompany traitor deathpenalty thailand palace burma daughter royalty teacher battle denunciation jodiefoster chowyun-fat bailing tomfelton randalldukkim andytennant
3156,Bicentennial Man (1999),"['drama', 'romance', 'sci-fi']",3.177908298597954,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.","['robinwilliams', 'samneill', 'embethdavidtz', 'oliverplatt', 'kierstenwarren']",['chriscolumbus'],"['android', 'hologram', 'freedom', 'futuristic', 'robot']",drama romance sci-fi android hologram freedom futuristic robot robinwilliams samneill embethdavidtz oliverplatt kierstenwarren chriscolumbus
3157,Stuart Little (1999),"['children', 'comedy', 'fantasy']",2.8617447595561036,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.","['michaelj.fox', 'geenadavis', 'hughlaurie', 'jonathanlipnicki', 'nathanlane']",['robminkoff'],"['brotherbrotherrelationship', 'basedonnovel', 'cat', 'mouse', 'adoption', 'orphanage', 'stepbrother', 'kidsandfamily', 'newyorkcitytwintowers', 'gangster']",children comedy fantasy brotherbrotherrelationship basedonnovel cat mouse adoption orphanage stepbrother kidsandfamily newyorkcitytwintowers gangster michaelj.fox geenadavis hughlaurie jonathanlipnicki nathanlane robminkoff
3159,Fantasia 2000 (1999),"['animation', 'children', 'musical', 'imax']",3.5128342245989304,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.","['stevemartin', 'itzhakperlman', 'quincyjones', 'bettemidler', 'jamesearljones']","['jamesalgar', 'donhahn', 'gaëtanbrizzi', 'paulbrizzi', 'ericgoldberg', 'hendelbutoy', 'francisglebas', 'pixotehunt']","['orchestra', 'musicalsegments']",animation children musical imax orchestra musicalsegments stevemartin itzhakperlman quincyjones bettemidler jamesearljones jamesalgar donhahn gaëtanbrizzi paulbrizzi ericgoldberg hendelbutoy francisglebas pixotehunt
3160,Magnolia (1999),['drama'],3.878061322877161,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.","['juliannemoore', 'williamh.macy', 'johnc.reilly', 'tomcruise', 'philipbakerhall']",['paulthomasanderson'],"['farewell', 'regret', 'parentskidsrelationship', 'suicideattempt', 'becominganadult', 'lossoffather', 'dyinganddeath', 'chance', 'childprodigy', 'daughter', 'unsociability', 'reconciliation']",drama farewell regret parentskidsrelationship suicideattempt becominganadult lossoffather dyinganddeath chance childprodigy daughter unsociability reconciliation juliannemoore williamh.macy johnc.reilly tomcruise philipbakerhall paulthomasanderson
3163,Topsy-Turvy (1999),"['comedy', 'drama', 'musical']",3.663265306122449,"After their production ""Princess Ida"" meets with less-than-stunning reviews, the relationship between Gilbert and Sullivan is strained to breaking. Their friends and associates attempt to get the two to work together again, which opens the way to ""The Mikado,"" one of the duo's greatest successes.","['allancorduner', 'jimbroadbent', 'timothyspall', 'dexterfletcher', 'shirleyhenderson']",['mikeleigh'],"['prostitute', 'musical', 'biography', 'telephonecall', 'cigarsmoking', 'drink', '\xa0gilbertandsullivan', ""gilbertandsullivan'sprincessida"", 'pianoduet', 'lyricist', 'exhibition']",comedy drama musical prostitute musical biography telephonecall cigarsmoking drink  gilbertandsullivan gilbertandsullivan'sprincessida pianoduet lyricist exhibition allancorduner jimbroadbent timothyspall dexterfletcher shirleyhenderson mikeleigh
3173,Any Given Sunday (1999),['drama'],3.1871031311583096,A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove her self in a male dominated world.,"['alpacino', 'camerondiaz', 'dennisquaid', 'jameswoods', 'jamiefoxx']",['oliverstone'],"['americanfootball', 'trainer', 'training', 'americanfootballcoach', 'sport', 'americanfootballstadium']",drama americanfootball trainer training americanfootballcoach sport americanfootballstadium alpacino camerondiaz dennisquaid jameswoods jamiefoxx oliverstone
3174,Man on the Moon (1999),"['comedy', 'drama']",3.533011540168664,"A film about the life and career of the eccentric avant-garde comedian, Andy Kaufman.","['jimcarrey', 'courtneylove', 'bobzmuda', 'dannydevito', 'gerrybecker']",['milošforman'],"['showbusiness', 'comedian', 'wrestling']",comedy drama showbusiness comedian wrestling jimcarrey courtneylove bobzmuda dannydevito gerrybecker milošforman
3175,Galaxy Quest (1999),"['adventure', 'comedy', 'sci-fi']",3.6193181818181817,"The stars of a 1970s sci-fi show - now scraping a living through re-runs and sci-fi conventions - are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the ailing celebrities for help in their quest to overcome the oppressive regime in their solar system.","['timallen', 'sigourneyweaver', 'alanrickman', 'tonyshalhoub', 'samrockwell']",['deanparisot'],"['spacebattle', 'spaceship', 'spoof', 'fictionaltvshow']",adventure comedy sci-fi spacebattle spaceship spoof fictionaltvshow timallen sigourneyweaver alanrickman tonyshalhoub samrockwell deanparisot
3176,"Talented Mr. Ripley, The (1999)","['drama', 'mystery', 'thriller']",3.5242612752721616,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.","['mattdamon', 'gwynethpaltrow', 'judelaw', 'cateblanchett', 'philipseymourhoffman']",['anthonyminghella'],"['venice', 'italy', 'gay', 'newyork', 'lovesickness', 'doublelife', 'dualidentity', 'jealousy', 'secretidentity', 'newlove', 'homicide', 'atlanticocean', 'newidentity', 'plannedmurder', 'prosecution', 'yacht', 'ship', 'inferiority', 'falseidentity', 'beguilement', 'rejection', 'inferioritycomplex', 'oceanliner', 'friendship', 'homosexuality', 'wealth', 'cowardliness', 'envy']",drama mystery thriller venice italy gay newyork lovesickness doublelife dualidentity jealousy secretidentity newlove homicide atlanticocean newidentity plannedmurder prosecution yacht ship inferiority falseidentity beguilement rejection inferioritycomplex oceanliner friendship homosexuality wealth cowardliness envy mattdamon gwynethpaltrow judelaw cateblanchett philipseymourhoffman anthonyminghella
3177,Next Friday (2000),['comedy'],2.8181229773462784,"Ice Cube returns as Craig Jones, a streetwise man from South Central Los Angeles who has a knack for getting into trouble. This time out, Craig is still trying to outsmart neighborhood bully Debo (Tommy ""Tiny"" Lister Jr.); after Craig gets the better of Debo in a fist fight, Debo is determined to flatten Craig in a rematch. Looking to stay out of Debo's way, Craig's dad decides that it would be a good idea for Craig to hide out with his Uncle Elroy and cousin Day-Day in Rancho Cucamonga... but trouble seems to find him there also.","['icecube', 'mikeepps', 'justinpierce', 'johnwitherspoon', 'doncurry']",['stevecarr'],"['prison', 'repayment', 'gangwar', 'boygang', 'revenge', 'escapefromprison', 'escape', 'losangeles', 'gangmember', 'mexicanamerican', 'cholo']",comedy prison repayment gangwar boygang revenge escapefromprison escape losangeles gangmember mexicanamerican cholo icecube mikeepps justinpierce johnwitherspoon doncurry stevecarr
3178,"Hurricane, The (1999)",['drama'],3.7376543209876543,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.","['denzelwashington', 'vicellousreonshannon', 'deborahkaraunger', 'lievschreiber', 'johnhannah']",['normanjewison'],"['prison', 'boxer', 'boxingmatch', 'boxingschool', 'biography']",drama prison boxer boxingmatch boxingschool biography denzelwashington vicellousreonshannon deborahkaraunger lievschreiber johnhannah normanjewison
3179,Angela's Ashes (1999),['drama'],3.5046182266009853,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.","['emilywatson', 'robertcarlyle', 'joebreen', 'michaellegge', 'ciaranowens']",['alanparker'],"['emigration', 'irish-american', 'hunger', 'sociallydeprivedfamily', 'famine', 'alcoholism', 'brooklynnewyorkcity']",drama emigration irish-american hunger sociallydeprivedfamily famine alcoholism brooklynnewyorkcity emilywatson robertcarlyle joebreen michaellegge ciaranowens alanparker
3180,Play it to the Bone (1999),"['comedy', 'drama']",2.45375,"Two aging fighters in LA, friends, get a call from a Vegas promoter because his undercard fighters for a Mike Tyson bout that night are suddenly unavailable. He wants them to box each other. They agree as long as the winner gets a shot at the middleweight title. They enlist Grace, Cesar's current and Vinnie's ex girlfriend, to drive them to Vegas.","['antoniobanderas', 'woodyharrelson', 'lolitadavidovich', 'tomsizemore', 'lucyliu']",['ronshelton'],['sport'],comedy drama sport antoniobanderas woodyharrelson lolitadavidovich tomsizemore lucyliu ronshelton
3185,Snow Falling on Cedars (1999),['drama'],3.338815789473684,"A Japanese-American fisherman may have killed his neighbor Carl at sea. In the 1950s, race figures in the trial. So does reporter Ishmael.","['ethanhawke', 'youkikudoh', 'reevecarney', 'annesuzuki', 'rickyune']",['scotthicks'],"['journalist', 'japanese', 'wife', 'fisherman', 'war', 'bias', 'trial', 'washingtonstate', 'japaneseamerican']",drama journalist japanese wife fisherman war bias trial washingtonstate japaneseamerican ethanhawke youkikudoh reevecarney annesuzuki rickyune scotthicks
3186,"Girl, Interrupted (1999)",['drama'],3.600747481312967,"Set in the changing world of the late 1960's, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.","['winonaryder', 'angelinajolie', 'cleaduvall', 'brittanymurphy', 'elisabethmoss']",['jamesmangold'],"['basedonnovel', 'suicideattempt', 'puberty', 'biography', 'borderlinepersonalitydisorder']",drama basedonnovel suicideattempt puberty biography borderlinepersonalitydisorder winonaryder angelinajolie cleaduvall brittanymurphy elisabethmoss jamesmangold
3189,My Dog Skip (1999),"['children', 'drama']",3.4560467479674797,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.","['frankiemuniz', 'dianelane', 'kevinbacon', 'lukewilson', 'chaoncross']",['jayrussell'],"['mississippi', 'childhoodmemory', 'dog']",children drama mississippi childhoodmemory dog frankiemuniz dianelane kevinbacon lukewilson chaoncross jayrussell
3190,Supernova (2000),"['adventure', 'sci-fi', 'thriller']",2.329759862778731,"Set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship Nova-17 responds. What they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form.","['jamesspader', 'angelabassett', 'robertforster', 'loudiamondphillips', 'peterfacinelli']","['walterhill', 'jacksholder']","['blackpeople', 'starships', 'future', 'star', 'supernova', 'blast']",adventure sci-fi thriller blackpeople starships future star supernova blast jamesspader angelabassett robertforster loudiamondphillips peterfacinelli walterhill jacksholder
3204,"Boys from Brazil, The (1978)","['action', 'mystery', 'thriller']",3.5344940867279897,Nazi hunter Ezra Lieberman discovers a sinister and bizarre plot to rekindle the Third Reich.,"['gregorypeck', 'laurenceolivier', 'jamesmason', 'lillipalmer', 'utahagen']",['franklinj.schaffner'],"['paraguay', 'mengele', 'nazihunter', 'thirdreich']",action mystery thriller paraguay mengele nazihunter thirdreich gregorypeck laurenceolivier jamesmason lillipalmer utahagen franklinj.schaffner
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),"['action', 'comedy']",2.800046663555763,"An LA detective is murdered because she has microfilm with the recipe to make cocaine cookies. A ""Lethal Weapon"" style cop team tries to find and stop the fiends before they can dope the nation by distributing their wares via the ""Wilderness Girls"" cookie drive.","['emilioestevez', 'samuell.jackson', 'jonlovitz', 'timcurry', 'kathyireland']",['genequintano'],"['cocaine', 'police', 'spoof', 'losangeles']",action comedy cocaine police spoof losangeles emilioestevez samuell.jackson jonlovitz timcurry kathyireland genequintano
3210,Fast Times at Ridgemont High (1982),"['comedy', 'drama', 'romance']",3.6545741324921135,"Follows a group of high school students growing up in southern California, based on the real-life adventures chronicled by Cameron Crowe. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. The center of the film is held by Jeff Spicoli, a perpetually stoned surfer dude who faces off with the resolute Mr. Hand, who is convinced that everyone is on dope.","['seanpenn', 'jenniferjasonleigh', 'judgereinhold', 'phoebecates', 'brianbacker']",['amyheckerling'],"['sex', 'basedonnovel', 'nudity', 'friendship', 'highschool', 'shoppingmall', 'bikini', 'bong', 'teacher', 'comingofage', 'marijuana', 'lossofvirginity', 'drughumor', 'teenmovie', ""rock'n'roll"", 'stoner', 'irreverence', 'teencomedy', 'dreamsequence', 'conveniencestore', 'teenagepregnancy', 'womandirector', 'abortion', 'surferdude']",comedy drama romance sex basedonnovel nudity friendship highschool shoppingmall bikini bong teacher comingofage marijuana lossofvirginity drughumor teenmovie rock'n'roll stoner irreverence teencomedy dreamsequence conveniencestore teenagepregnancy womandirector abortion surferdude seanpenn jenniferjasonleigh judgereinhold phoebecates brianbacker amyheckerling
